idi_tuaria,idseq,cdi_tuaria,nome,tipo,cdbigrama,cdtrigrama,cdterminal,situacao,gestao,modalidade,companhia,cnpj,legislacao,pro_didade,endereco,com_emento,numero,bairro,cep,idcidade,cidade,idestado,estado,idr_rafica,reg_rafica,loc_izacao,latitude,longitude,observacao,fonte,cdc_troide,NOTerminal,CNPJInstal,RazaoSocia,CNPJEmpres,RazaoSoc_1,IDTipoOuto,NOTipoOuto,IDTipoTerm,NOTipoTerm,NROutorga,DTOutorga,STTerminal,TPTerminal,VLMontante,DSSituacao,TPInstalac,NRTLO,DTTLO,NRInstrume,NRProcesso,layer,path
"300455","0",BRPA144,Jarumã Rodofluvial,Registro - Instalação de apoio,BR,BRP,BRPA144,Em Operação,Privada,Registro - Instalação de apoio,JARUMÃ RODOFLUVIAL LTDA.,"01570147000180",Res. 6581/2018,,Rua Siqueira Mendes,,"10",Cidade Velha,"66020600","1501402",,,,,,Pará,"-1.456","-48.506",Processo 50300.001440/2017-24,Antaq,,Jarumã Rodofluvial,1570147000180,JARUMÃ RODOFLUVIAL LTDA.,1570147000180,JARUMÃ RODOFLUVIAL LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6581/2018,2018-12-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300456","0",BRPA145,Porto Romão,Registro - Instalação de apoio,BR,BRP,BRPA145,Em Operação,Privada,Registro - Instalação de apoio,J. A. MACHADO & CIA. LTDA,"13380901000106",Res. 6571/2018,,Cabeceira do Romão,S/Nº,,Área Rural,"68770971","1507979",,,,,,Amazonas,"-2.076","-56.501",Processo 50300.009620/2017-54,Antaq,,Porto Romão,13380901000106,J. A. MACHADO & CIA. LTDA,13380901000106,J. A. MACHADO & CIA. LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6571/2018,2018-12-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300457","0",BRPA146,Benedito Mutran e Cia,Registro - Instalação de apoio,BR,BRP,BRPA146,Em Operação,Privada,Registro - Instalação de apoio,BENEDITO MUTRAN & CIA LTDA,"05032446000111",Res. 6475/2018,,Av. Bernardo Sayão,,"4800",Guamá,"66075150","1501402",,,,,,Guamá,"-1.476","-48.465",Processo 50300.010402/2017-62,Antaq,,Benedito Mutran e Cia,5032446000111,BENEDITO MUTRAN & CIA LTDA,5032446000111,BENEDITO MUTRAN & CIA LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6475/2018,2018-11-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300458","0",BRPA147,Porto Dourado,Registro - Instalação de apoio,BR,BRP,BRPA147,Em Operação,Privada,Registro - Instalação de apoio,J P S GONÇALVES-ME,"14098917000185",Res. 6572/2018,,Av. Bernardo Sayão,,"1848",Cremação Jurunas,"66030120","1501402",,,,,,Pará,"-1.477","-48.49",Processo 50300.003448/2018-14,Antaq,,Porto Dourado,14098917000185,J P S GONÇALVES-ME,14098917000185,J P S GONÇALVES-ME,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6572/2018,2018-12-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300459","0",BRPA148,Porto do Posto São Benedito,Registro - Instalação de apoio,BR,BRP,BRPA148,Em Operação,Privada,Registro - Instalação de apoio,NUNES ALVES COMÉRCIO DE COMBUSTÍVEL LTDA,"05115222000173",Res. 6617/2018,,Av. Duque de Caxias,,"408",Centro,"68480000","1505809",,,,,,Pará,"-1.935","-50.825",Processo 50300.003633/2017-10,Antaq,,Porto do Posto São Benedito,5115222000173,NUNES ALVES COMÉRCIO DE COMBUSTÍVEL LTDA,5115222000173,NUNES ALVES COMÉRCIO DE COMBUSTÍVEL LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6617/2018,2018-12-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300460","0",BRPA149,Estaleiro Rio Maguari S/A,Registro - Estaleiro,BR,BRP,BRPA149,Em Operação,Privada,Registro - Estaleiro,ESTALEIRO RIO MAGUARI S/A,"03024422000195",Res. 6625/2018,,Estrada do Maracacuera,S/N,,Icoaraci,"66815140","1501402",,,,,,Pará,"-1.286","-48.433",Processo 50300.011959/2017-11,Antaq,,Estaleiro Rio Maguari S/A,3024422000195,ESTALEIRO RIO MAGUARI S/A,3024422000195,ESTALEIRO RIO MAGUARI S/A,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 6625/2018,2018-12-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300461","0",BRPA150,Antônio F de Carvalho EPP,Registro - Instalação de apoio,BR,BRP,BRPA150,Em Operação,Privada,Registro - Instalação de apoio,ANTONIO F DE CARVALHO,"83307066000156",Res. 6626/2018,,Av. Beira Rio,S/N,,Centro,"68230000","1500503",,,,,,Pará,"-1.532","-52.575",Processo 50300.010483/2017-09,Antaq,,Antônio F de Carvalho EPP,83307066000156,ANTONIO F DE CARVALHO,83307066000156,ANTONIO F DE CARVALHO,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6626/2018,2018-12-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300462","0",BRPA151,Indústria de Esquadrias Barsa,Registro - Instalação de apoio,BR,BRP,BRPA151,Em Operação,Privada,Registro - Instalação de apoio,INDÚSTRIA DE ESQUADRIAS BARSA EIRELI,"17258663000103",Res. 6623/2018,,Rua Distrito Industrial,"S/N Setor A, Quadra 2, Lotes 8A a 11A",,Distrito Industrial,"67035330","1500800",,,,,,Pará,"-1.331","-48.345",Processo 50300.010210/2017-56,Antaq,,Indústria de Esquadrias Barsa,17258663000103,INDÚSTRIA DE ESQUADRIAS BARSA EIRELI,17258663000103,INDÚSTRIA DE ESQUADRIAS BARSA EIRELI,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6623/2018,2018-12-23 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300463","0",BRPA152,Posto Pompeia,Registro - Instalação de apoio,BR,BRP,BRPA152,Em Operação,Privada,Registro - Instalação de apoio,P M G GOES,"05032966000124",Res. 6615/2018,,Avenida Beira Rio,,"1188",Centro,"68230000","1500503",,,,,,Amazonas,"-1.532","-52.576",Cadastro GAP 16/01/2019,Antaq,,Posto Pompeia,5032966000124,P M G GOES,5032966000124,P M G GOES,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6615/2018,2018-12-21 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300464","0",BRPA155,Porto Rodofluvial Barcarena,Registro - Instalação de apoio,BR,BRP,BRPA155,Em Operação,Privada,Registro - Instalação de apoio,RODOFLUVIAL BARCARENA LTDA.,"12100209000106",Res. 6694/2019,,Rodovia PA 481,Porto da Balsa,,São Francisco,"68445000","1501303",,,,,,Baía de Marajó,"-1.518","-48.643",Cadastro GAP 18/02/2019,Antaq,,Porto Rodofluvial Barcarena,12100209000106,RODOFLUVIAL BARCARENA LTDA.,12100209000106,RODOFLUVIAL BARCARENA LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6694/2019,2019-02-12 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300465","0",BRPA160,Porto Seguro,Registro - Instalação de apoio,BR,BRP,BRPA160,Em Operação,Privada,Registro - Instalação de apoio,ISHIGURO & CIA LTDA,"11083100000145",Res. 6673/2019,,Avenida Bernardo Sayão,,"5050",Guamá,"66075155","1501402",,,,,,Guamá,"-1.476","-48.462",Cadastro GAP 25/02/2019,Antaq,,Porto Seguro,11083100000145,ISHIGURO & CIA LTDA,11083100000145,ISHIGURO & CIA LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6673/2019,2019-02-11 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"6673",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300466","0",BRPA161,Porto de Apoio W X L Queen,Registro - Instalação de apoio,BR,BRP,BRPA161,Em Operação,Privada,Registro - Instalação de apoio,W X L QUEEN LTDA,"24638754000130",Res. 6701/2019,,Av Martinho Monteiro,c,"18",Murinim,"68795000","1501402",,,,,,Baía de Guajará,"-1.274","-48.34",Cadastro GAP 25/02/2018,Antaq,,Porto de Apoio W X L Queen,24638754000130,W X L QUEEN LTDA,24638754000130,W X L QUEEN LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6701/2019,2019-02-12 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300467","0",BRPA162,Brasil Verde Esquadrias Eireli EPP,Registro - Instalação de apoio,BR,BRP,BRPA162,Em Operação,Privada,Registro - Instalação de apoio,BRASIL VERDE ESQUADRIAS EIRELI,"04857470000127",Res. 6695/2019,,Rodovia do Benfica,ramal do Sororoca S/N,,Murinim,"68795000","1501501",,,,,,Baía de Guajará,"-1.273","-48.339",CADASTRO GAP 25/02/2019,Antaq,,Brasil Verde Esquadrias Eireli EPP,4857470000127,BRASIL VERDE ESQUADRIAS EIRELI,4857470000127,BRASIL VERDE ESQUADRIAS EIRELI,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6695/2019,2019-02-12 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300468","0",BRPA163,Porto Prates,Registro - Instalação de apoio,BR,BRP,BRPA163,Em Operação,Privada,Registro - Instalação de apoio,COMERCIO E NAVEGACAO PRATES LTDA,"04443961000202",Res. 6672/2019,,Estrada da Maracacuera,km 05 - Lote 04,,Icoaraci,"66815140","1501402",,,,,,Baía de Guajará,"-1.295","-48.435",CADASTRO GAP 25/02/2019,Antaq,,Porto Prates,4443961000202,COMERCIO E NAVEGACAO PRATES LTDA,4443961000202,COMERCIO E NAVEGACAO PRATES LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6672/2019,2019-02-11 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"6672",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300469","0",BRPA164,Terminal Leomar,Registro - Instalação de apoio,BR,BRP,BRPA164,Em Operação,Privada,Registro - Instalação de apoio,ALVES NASCIMENTO E EVERTON SILVA LTDA,"05546242000107",Res. 6674/2019,,Rua Dr. Moraes Jardim,,"10",Centro,"68170000","1503903",,,,,,Amazonas,"-2.151","-56.094",CADASTRO GAP 25/02/2019,Antaq,,Terminal Leomar,5546242000107,ALVES NASCIMENTO E EVERTON SILVA LTDA,5546242000107,ALVES NASCIMENTO E EVERTON SILVA LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6674/2019,2019-02-11 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300470","0",BRPA165,Porto Caravelas,Registro - Instalação de apoio,BR,BRP,BRPA165,Em Operação,Privada,Registro - Instalação de apoio,J R DA SILVA BAIA - ME,"14382084000180",Res. 6750/2019,,Rodovia Arthur Bernardes,SALA B,"2015",TELÉGRAFO,"66115000","1501402",,,,,,Baía do Guajará,"-1.414","-48.494",Cadastro GAP 26/02/2019,Antaq,,Porto Caravelas,14382084000180,J R DA SILVA BAIA - ME,14382084000180,J R DA SILVA BAIA - ME,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6750/2019,2019-02-21 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300471","0",BRPA166,Marques Pinto Navegação Ltda,Registro - Instalação de apoio,BR,BRP,BRPA166,Em Operação,Privada,Registro - Instalação de apoio,MARQUES PINTO NAVEGAÇÃO LTDA,"05704861000174",Res. 6737/2019,,Rua do Imperador,,"746",Prainha,"68005220","1506807",,,,,,Amazonas,"-2.42","-54.705",Cadastro GAP 26/02/2019,Antaq,,Marques Pinto Navegação Ltda,5704861000174,MARQUES PINTO NAVEGAÇÃO LTDA,5704861000174,MARQUES PINTO NAVEGAÇÃO LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6737/2019,2019-02-19 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"6737",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300472","0",BRPA167,Gilson Rafael Manzoli Cassini,Registro - Instalação de apoio,BR,BRP,BRPA167,Em Operação,Privada,Registro - Instalação de apoio,GILSON RAFAEL MANZOLI CASSINI,"18659436000152",Res. 6751/2019,,"ROD. PA-040, S/N","Avenida Martinho Monteiro, Ramal dos Madeireiros",,Murinim,"68795000","1501501",,,,,,Baía do Guajará,"-1.277","-48.34",Cadastro GAP 26/02/2019,Antaq,,Gilson Rafael Manzoli Cassini,18659436000152,GILSON RAFAEL MANZOLI CASSINI,18659436000152,GILSON RAFAEL MANZOLI CASSINI,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6751/2019,2019-02-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300473","0",BRPA168,Porto do Trapiche Municipal,Registro - Instalação de apoio,BR,BRP,BRPA168,Em Operação,Privada,Registro - Instalação de apoio,CHAVES PREFEITURA GABINETE DO PREFEITO,"04888111000137",Res. 6736/2019,,Orla da cidade,Cont. rua Ver. Raimundo Conceição,,Centro,"68880000","1502509",,,,,,Amazonas,"-0.162","-49.982",Cadastro GAP 26/02/2019,Antaq,,Porto do Trapiche Municipal,4888111000137,CHAVES PREFEITURA GABINETE DO PREFEITO,4888111000137,CHAVES PREFEITURA GABINETE DO PREFEITO,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6736/2019,2019-02-19 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300474","0",BRPA170,Porto Macapá,Registro - Instalação de apoio,BR,BRP,BRPA170,Em Operação,Privada,Registro - Instalação de apoio,O DA SILVA ALMEIDA COMERCIO DE MATERIAIS DE,"17457622000146",Res. 6789/2019,,Avenida Bernardo Sayão,,"1531",Jurunas,"66025214","1501402",,,,,,Guajará,"-1.477","-48.493",Cadastro GAP 27/03/2019,Antaq,,Porto Macapá,17457622000146,O DA SILVA ALMEIDA COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,17457622000146,O DA SILVA ALMEIDA COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6789/2019,2019-03-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300475","0",BRPA171,Porto AFC,Registro - Instalação de apoio,BR,BRP,BRPA171,Em Operação,Privada,Registro - Instalação de apoio,AFC - ADMINISTRACAO PORTUARIA LTDA,"23814826000190",Res. 6799/2019,,Avenida Martinho Monteiro,,,Murinim,"68795000","1501501",,,,,,Baía de Marajó,"-1.263","-48.328",Cadastro GAP 27/03/2019,Antaq,,Porto AFC,23814826000190,AFC - ADMINISTRACAO PORTUARIA LTDA,23814826000190,AFC - ADMINISTRACAO PORTUARIA LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6799/2019,2019-03-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300476","0",BRPA172,Porto Barros ou Paragás,Registro - Instalação de apoio,BR,BRP,BRPA172,Em Operação,Privada,Registro - Instalação de apoio,J E TAVARES BARROS COMERCIO,"02445009000131",Res. 6812/2019,,Av. Presidente Getúlio Vargas s/n Beira-Rio,,,Centro,"68800000","1501808",,,,,,Amazonas,"-1.691","-50.485",Cadastro GAP 27/03/2019,Antaq,,Porto Barros ou Paragás,2445009000131,J E TAVARES BARROS COMERCIO,2445009000131,J E TAVARES BARROS COMERCIO,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6812/2019,2019-03-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300477","0",BRPA173,Porto Santa Efigenia,Registro - Instalação de apoio,BR,BRP,BRPA173,Em Operação,Privada,Registro - Instalação de apoio,A A MAIA PORTO,"04961470000172",Res. 6808/2019,,Rua São Boaventura,,"252",Cidade Velha,"66020550","1501402",,,,,,Baía de Guajará,"-1.462","-48.507",Cadastro GAP 27/03/2019,Antaq,,Porto Santa Efigenia,4961470000172,A A MAIA PORTO,4961470000172,A A MAIA PORTO,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6808/2019,2019-03-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300478","0",BRPA174,Ipiranga Comércio e Serviços Eireli - EPP,Registro - Instalação de apoio,BR,BRP,BRPA174,Em Operação,Privada,Registro - Instalação de apoio,IPIRANGA COMERCIO E SERVICOS EIRELI,"15598985000176",Res. 6790/2019,,"Rua Margem Esquerda do Rio Camarapi, s/n",,,Centro,"68480000","1505809",,,,,,Amazonas,"-2.046","-50.797",Cadastro GAP 27/03/2019,Antaq,,Ipiranga Comércio e Serviços Eireli - EPP,15598985000176,IPIRANGA COMERCIO E SERVICOS EIRELI,15598985000176,IPIRANGA COMERCIO E SERVICOS EIRELI,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6790/2019,2019-03-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300479","0",BRPA175,Itaipava S/A,Registro - Instalação de apoio,BR,BRP,BRPA175,Em Operação,Privada,Registro - Instalação de apoio,ITAIPAVA S.A,"27078567000137",Res. 6826/2019,,Av. BL 10,Galpão A,"1954",Brasília,"66845840","1501402",,,,,,Baía de Marajó,"-1.284","-48.483",Processo 50300.010574/2017-36,Antaq,,Itaipava S/A,27078567000137,ITAIPAVA S.A,27078567000137,ITAIPAVA S.A,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6826/2019,2019-04-03 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300480","0",BRPA176,Terminal Boa Esperança Carapajó,Registro - Instalação de apoio,BR,BRP,BRPA176,Em Operação,Privada,Registro - Instalação de apoio,COMERCIO E TRANSPORTES BOA ESPERANCA LTDA,"04787941000178",Res. 6791/2019,,Rua Ponte Nova,,,Vila de Carapajó,"68400000","1502103",,,,,,Tocantins,"-2.278","-49.381","50300.000550/2018-50

Cadastrado em 07/05/2019",Antaq,,Terminal Boa Esperança Carapajó,4787941000178,COMERCIO E TRANSPORTES BOA ESPERANCA LTDA,4787941000178,COMERCIO E TRANSPORTES BOA ESPERANCA LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6791/2019,2019-03-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300481","0",BRPA179,Porto de Apoio Amazon Woods,Registro - Instalação de apoio,BR,BRP,BRPA179,Em Operação,Privada,Registro - Instalação de apoio,AMAZON WOODS IND E COM DE MADEIRAS EIRELI -,"18939733000151",Res. 6825/2019,,Rua São José,"lote 4, sala 1",,Murinin,"68795000","1501501",,,,,,Baía de Marajó,"-1.254","-48.318","Cadastro GAP 17/05/2019
Processo 50300.005089/2017-41",Antaq,,Porto de Apoio Amazon Woods,18939733000151,AMAZON WOODS IND E COM DE MADEIRAS EIRELI - ME,18939733000151,AMAZON WOODS IND E COM DE MADEIRAS EIRELI - ME,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6825/2019,2019-04-03 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300482","0",BRPA180,Super Posto São Benedito,Registro - Instalação de apoio,BR,BRP,BRPA180,Em Operação,Privada,Registro - Instalação de apoio,RAIMUNDO CUNHA COMERCIO LTDA,"04918520000139",Res. 6827/2019,,Av. Bernardo Sayão,,"4038",Condor,"66065120","1501402",,,,,,Guamá,"-1.475","-48.472","Cadastro GAP 17/05/2019
Processo 50300.009899/2017-76",Antaq,,Super Posto São Benedito,4918520000139,RAIMUNDO CUNHA COMERCIO LTDA,4918520000139,RAIMUNDO CUNHA COMERCIO LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6827/2019,2019-04-05 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300483","0",BRPA181,R de Jesus Comércio de Madeitas Ltda,Registro - Instalação de apoio,BR,BRP,BRPA181,Em Operação,Privada,Registro - Instalação de apoio,R DE JESUS COMERCIO DE MADEIRAS LTDA,"30838057000125",Res. 6828/2019,,ROD. PA-404 ramal dos madeireiros,Lado A,,Murinin,"68797000","1501501",,,,,,Baía de Marajó,"-1.275","-48.341","CADASTRO GAP 17/05/2019
PROCESSO 50300.020913/2018-73",Antaq,,R de Jesus Comércio de Madeitas Ltda,30838057000125,R DE JESUS COMERCIO DE MADEIRAS LTDA,30838057000125,R DE JESUS COMERCIO DE MADEIRAS LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6828/2019,2019-04-05 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300484","0",BRPA183,Henvil - Terminal Hidroviário de Belém (Icoaraci),Registro - Instalação de apoio,BR,BRP,BRPA183,Em Operação,Privada,Registro - Instalação de apoio,HENVIL TRANSPORTES LTDA.,"83892117000154",Res. 6823/2019,,Rua Siqueira Mendes,,"1096",Icoaraci,"66810090","1501402",,,,,,Baía de Marajó,"-1.3","-48.49","CADASTRO GAP 21/05/2019
PROCESSO 50300.003001/2017-56",Antaq,,Henvil - Terminal Hidroviário de Belém (Icoaraci),83892117000154,HENVIL TRANSPORTES LTDA.,83892117000154,HENVIL TRANSPORTES LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6823/2019,2019-04-05 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"6823",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300485","0",BRPA184,Porto Rodofluvial Barcarena I,Registro - Instalação de apoio,BR,BRP,BRPA184,Em Operação,Privada,Registro - Instalação de apoio,RODOFLUVIAL BARCARENA LTDA.,"12100209000106",Res. 6891/2019,,Avenida Boulevard Castilhos França,,,Cidade Velha,"68795000","1501402",,,,,,Baía de Guajará,"-1.45","-48.502","CADASTRO GAP 21/05/2019
PROCESSO 50300.000666/2018-99",Antaq,,Porto Rodofluvial Barcarena I,12100209000106,RODOFLUVIAL BARCARENA LTDA.,12100209000106,RODOFLUVIAL BARCARENA LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6891/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
